decay length K+,angle pi+,angle pi0,z2
828.4086267443711,0.01834336910111565,0.002377437488723774,937.4276223544143
1541.9925016429852,0.1248325239982362,0.0003489059304475541,1557.9306590628198
232.197645092562,0.0032091743307287495,0.013589398301807243,379.3621360855755
296.32613284684874,0.006263850330749294,0.006962353139732299,583.5806922631837
434.458515384717,0.0010387687548759287,0.04197762823611076,482.0749529598945
178.62051959740467,0.025905468463707605,0.00168339003674121,255.8070251127496
1073.3178254363852,0.09554445021708387,0.0004561047177477323,1094.1867556624559
45.56196039059264,0.009373259143225536,0.004652710240831893,258.9286663683169
338.71401359032745,0.0021796112090322448,0.020008148437452352,438.6599488739349
1022.459836577974,0.014145312409176521,0.0030830492666868944,1163.8400017612548
71.49194192508611,0.00565354297229142,0.00771394585229125,330.7574810103579
646.1671840953633,0.00015479010596742906,0.27990388232102426,653.1249095038255
915.3442566434717,0.0007879442347599555,0.0553342790909538,951.4513201322817
1673.7031912694072,0.005936486814529753,0.007346286436669295,1945.944688860813
363.3931333533735,0.003487006610043759,0.012506670908062623,523.2994534073534
1331.103716312685,0.011837633716846749,0.0036840891706668376,1500.0485094402522
638.4104578174263,0.1032901306963456,0.0004218474240126964,657.7044828627813
1189.0714749304645,0.02330128327811402,0.0018715480292338404,1274.888122730313
952.2024152254359,0.030294991780707374,0.0014394495966569736,1018.1997298755869
1.5550317300773757,0.01229763772316066,0.0035462795730637543,164.17969369703533
888.0099803397418,0.004559867852396304,0.009564103651934093,1097.1188619480995
1821.7084377393885,0.030764746615872526,0.0014174668891729625,1886.6974007687509
903.986152106667,0.057600887811006314,0.0007569222909923892,938.6694300617235
1051.83661095272,0.013889296530717101,0.003139879673028325,1195.8231249961802
279.01097941489695,0.00268367399378519,0.016250286357669074,402.0748999522549
398.147223016324,0.010998672044952088,0.0039651114080782104,579.9800246477085
3.642145006151085,0.010724931143939373,0.004066317822619323,190.1163787150321
459.0814792179427,0.0071904401815680126,0.006065155134747558,737.2237738609381
399.9841616691937,0.00639484544416436,0.0068197330983180374,693.2462241621424
441.7455893776999,0.013415148625699102,0.00325085957224224,590.8218371990838
570.7801306986153,0.05104673439023812,0.0008541581381041833,609.9258770939693
2505.612515260143,0.006171411611541757,0.007066638821514802,2788.627787274705
836.5776119241131,0.0026663197191169226,0.01635605001950678,958.8456196349769
